user,waktu,barang,review,rating
K***I,10/03/2023,padimas cream cake 10 pcs,"sudah saya Terima barangnya, terimakasih",5
K***I,10/03/2023,Gulaku 500gr,"sudah saya Terima barangnya, terimakasih",5
Ikbal,10/03/2023,so nice sosis toples isi 24 pcs,harga murah pengiriman cepat,5
nita,10/03/2023,nuvo hand sanitizer 85ml,"pengiriman cepat. 
tp maaf kok tdk ada segelnya ya. spt isi ulang",3
m***h,10/03/2023,Golda Coffee 200ml pack isi 12 botol,Rekomen nih sellernya,5
yudhie,10/03/2023,Teh Gopek Celup Jasmine box isi 25,"product original, harga termurah..pengiriman cepat..karena satu kota hehe..",5
anjar,10/03/2023,My Baby Telon Plus 150ml,Menggunakan bahan alami. Tanpa bahan pengawet. Aman untuk bayi 👶. Tidak memicu alergi.,5
Yulis,10/03/2023,top coffee gula aren renceng,"barang sesuai
packing rapi
pengiriman cepat
thanks seller",5
A***i,10/03/2023,Kispray Botol Spray,pas lengkap,5
Rohyani,10/03/2023,Brio Go Potato 60gr,baik,5
Naffi,10/03/2023,Bontea Greentea Bag,"alhamdulillah sampai tapi maaf nih, seingat saya, saya pesan yg lemon 4, yang datang hanya 2...
jadinya original 8 lemon 2",4
Putra,10/03/2023,Nabati siip box 20s,👍🏼,5
B***n,10/03/2023,Inaco Nata De Coco 1KG,packing bagus,5
Sari,10/03/2023,Nutrisari W'dank Bajigur Renceng isi 10 sct,Respon cepat. Trima kasih.,5
Sari,10/03/2023,amh jahe merah renceng 12 pcs,Brg sesuai pesanan. Trima kasih.,5
Amalia,10/03/2023,so nice sosis toples isi 24 pcs,"barang cepat sampai, harga murah",5
Amalia,10/03/2023,Downy 500 Renceng isi 12 sct,"barang cepat sampai, harga murah",5
Nasriyati,10/03/2023,sunlight 5000,"cepet banget sampai
barang sesuai
packingan rapi
terimakasih seller",5
Nasriyati,10/03/2023,Nabati siip box 20s,"cepet banget sampai
barang sesuai
packingan rapi
terimakasih seller",5
Rina,10/03/2023,Tong Tji Teh Melati celup 25s,recommended bgt,5
Z***n,10/03/2023,Nextar Box isi 10 pcs,Exp nya deket sih April 2022 tp ga papa masih aman,5
N***a,10/03/2023,Yupi Fruity Puff Bag 120g (isi 50 pcs),pengemasannya cepet bangettt. expired date juga masih lamaa. thank youuu,5
M***d,10/03/2023,Torabika Cappuccino Renceng isi 10sct,paket sudah sampai. Pengiriman cepat..sangat puas belanja disini,5
Felix,10/03/2023,Choki Choki Box isi 20,Enak,5
Felix,10/03/2023,Aqua Botol 600ml,mantap,5
Edy,10/03/2023,Indomilk Kental Manis Renceng isi 6 sct,,5
Edy,10/03/2023,Ultra Milk 200ml,,5
H***y,10/03/2023,Hello Panda Biskuit Renceng isi 10 pcs,terima kasih,5
Hendy,10/03/2023,Deka Crepes Box isi 12 pcs,terima kasih,3
Jeffry,10/03/2023,top coffee gula aren renceng,"pengiriman cepat bgt
packing rapi
barang lengkap
puas belanja disini",5
L***g,10/03/2023,Piattos Renceng isi 10 pcs,Rapih banget packingnya,5
L***g,10/03/2023,momogi box 20 pcs,Rapih banget packingnya,5
Ngadiyanto,10/03/2023,SUN Bubur Bayi Ekonomis 120 gr,pelayanan toko sangat cepat barang diterima sesuai pesanan dan expired masih panjang 2 tahun👍👍,5
L***y,10/03/2023,Chitato Lite 68gr,"Barang baru,kemasan aman",5
L***y,10/03/2023,Regal Duo Mini Pack isi 12 pcs,Suka marie biasa,4
S***o,10/03/2023,Mie Sedaap Goreng,thanks harga murmer free ongkir,5
S***o,10/03/2023,Mie Sedaap kuah,thanks harga murmer free ongkir,5
S***o,10/03/2023,Desaku Ketumbar Bubuk Renceng isi 12 sct,thanks harga murmer free ongkir,5
S***o,10/03/2023,Teh Gopek Celup Jasmine box isi 25,thanks harga murmer free ongkir,5
S***o,10/03/2023,Dettol Bar Soap 100gr,thanks harga murmer free ongkir,5
S***i,10/03/2023,BOOM Deterjen Bubuk,pass,5
S***i,10/03/2023,Zinc Shampoo Renceng isi 12 sct,pass,5
H***i,10/03/2023,Mie Sedaap Goreng,lengkap,5
L***y,10/03/2023,Chitato Renceng isi 10 pcs,yuhuuuu,5
L***y,10/03/2023,Chiki Balls Renceng isi 10 pcs,yummmy....jangan2 seller tetangga yaak 😂😂. Gunungpati ternyaya,5
Melia,10/03/2023,milo renceng 22 gr,,5
Melia,10/03/2023,kalpa wafer kelapa box,,5
puput,10/03/2023,Milo UHT 110ml dus isi 36 pcs,"pengiriman kilat,seller fast respo,produk ok,harga termurah",5
S***l,10/03/2023,good day cappucino renceng 10 sachet,Barang sesuai pengemasan rapih bgt n aman👍thank&#39;s,5
h***h,10/03/2023,Inaco jelly 5,🖤🖤🖤,5
Mulyanto,10/03/2023,zee renceng 40gr,mantap bos,5
L***l,10/03/2023,KHONG GUAN CHOCO IMOET 55G,dapat gratis hehe,5
L***l,10/03/2023,Kobe Makroni Bon Cabe Renceng isi 10 pcs,Haha terimakasih dapat graris dari tokped,5
k***a,10/03/2023,roma sari gandum box 12pcs,"alhamdulillah, pengiriman cepat, barang sampai dengan selamat. makasih seller",5
DNnoitra,10/03/2023,beng beng 1 dus,"paket sudah sampai min, thk y 👍👍👍👍👍",5
mulyonoagustri,10/03/2023,Koko Krunch / Milo / Honey Star Cereal Box 170gr,proses pengiriman cepat,5
Sri,10/03/2023,Piattos Renceng isi 10 pcs,Ok..,5
Eka,10/03/2023,tricks potato snack,"alhamdulillah paketannya udh smp dengan selamat, seller fast respon dan ramah... makasih kakak...",5
Fransiska,10/03/2023,Indomie Kuah,Thank u,5
Fransiska,10/03/2023,Indomie Goreng,Thank u,5
Fransiska,10/03/2023,Mie Sedaap Goreng,Thank u,5
Fransiska,10/03/2023,Mie Sedaap kuah,Thank U,5
Ardi,10/03/2023,Soklin Liquid Detergent 22ml Renceng ( isi 24 sct + free 2 sct),sip,5
Endang,10/03/2023,energen renceng 10 sachet,Respon cepat. Expired masih lama. Pengiriman lama,4
Endang,10/03/2023,Nissin Mini Stick pack isi 10 pcs,Respon penjual cepat. Expired masih lama. Pengiriman lama,4
Endang,10/03/2023,Travela Permen Jahe Bag,Respon cepat. Expired masih lama. Tapi pengiriman lama bahkan melebihi tanggal prediksi estimasi tiba,4
Daneswara,10/03/2023,Soklin Liquid Detergent 22ml Renceng ( isi 24 sct + free 2 sct),paket sdh sampe,5
Ngadiyanto,10/03/2023,BOOM Deterjen Bubuk,Oke terima kasih banyak barang diterima sesuai pesanan dan jumlahnya juga lengkap barang fresh👍👍,5
C***s,10/03/2023,Indomie Goreng,Seleraku indo-miee.... nice,5
C***s,10/03/2023,monde egg roll 35gr 10pcs,Enak nihh top,5
Rofiatun,10/03/2023,kacang atom bledugh 400gr,udh langganan beli dsni. .enak bgt exp msih lama,5
suci,10/03/2023,Torabika Creamy Latte Renceng isi 10sct,dapat yg versi ga ada mas Al nya.. kok kyknya lebih enak yg ini ketimbang yg dapat sendok korea itu ya.. 🤔 terima kasih,5
E***a,10/03/2023,ultra mimi 125ml dus isi 40,tolong di cek sblm.kirim. biasa sdh lgganan disini 😓,3
Putri,10/03/2023,beng beng 1 dus,"pengemasan rapi,pengiriman cepat..sesuai dengan pesanan ku g ada kekurangan",5
D***n,10/03/2023,kopi luwak kopi gula renceng isi 20,packing aman,5
Aprilia,10/03/2023,mie kremezz shorr box,Mantap murah meriah,5
K***I,10/03/2023,indocafe coffeemix renceng,"produk bagus..
paking aman..
pengiriman cepat..",5
K***I,10/03/2023,abc kopi susu renceng,"produk bagus..
paking aman..
pengiriman cepat..",5
K***I,10/03/2023,frisian flag kental manis sachet isi 6pcs,produk bagus..,5
a***r,10/03/2023,kecap lele 340ml,mantapss respon cepat kirim cepat..kecap enakkkkkkkk,5
fadylah,10/03/2023,beng beng 1 dus,mantapp,5
F***n,10/03/2023,gulaku 1kg,Alhamdulillah memuaskan 👍🏻👍🏻,5
F***n,10/03/2023,Tolak Angin Cair Box isi 12 sct,Alhamdulillah memuaskan 👍🏻👍🏻,5
Karunia,10/03/2023,tricks potato snack,snak terbaik 2022,5
astrid,10/03/2023,Kuaci Rebo 150gr,👍👍👍 terima kasih bonusnya 🙏🏼,5
astrid,10/03/2023,Inaco Jelly isi 25 pcs,👍👍👍 terima kasih bonusnya 🙏🏼,5
astrid,10/03/2023,Gemez enaak ayam kecap 90g,👍👍👍 terima kasih bonusnya 🙏🏼,5
astrid,10/03/2023,Koko Krunch / Milo / Honey Star Cereal Box 330gr,👍👍👍 terima kasih bonusnya 🙏🏼,5
astrid,10/03/2023,Cimory Fresh Milk 250ml,👍👍👍 terima kasih bonusnya 🙏🏼,5
astrid,10/03/2023,SUN Bubur Bayi Ekonomis 120 gr,👍👍👍 terima kasih bonusnya 🙏🏼,5
astrid,10/03/2023,Hydro Coco 330ml,👍👍👍 terima kasih bonusnya 🙏🏼,5
astrid,10/03/2023,Fullo pack pede isi 24pcs,👍👍👍 terima kasih bonusnya 🙏🏼,5
astrid,10/03/2023,milna nature puffs organic 15gr,👍👍👍 terima kasih bonusnya 🙏🏼,5
astrid,10/03/2023,energen renceng 10 sachet,👍👍👍 terima kasih bonusnya 🙏🏼,5
astrid,10/03/2023,beng beng 1 dus,👍👍👍 terima kasih bonusnya 🙏🏼,5
astrid,10/03/2023,Telur Ayam Curah Kiloan,👍👍👍,5
astrid,10/03/2023,silver queen cashew 62g,👍👍👍 terima kasih bonusnya 🙏🏼,5
H***f,10/03/2023,beng beng 1 dus,👍👍👍👍,5
D***i,10/03/2023,canon ball coklat box 24pcs,ok,5
D***i,10/03/2023,biskitop vegetable and cheese stik,ok,5
Abdul,10/03/2023,abc kopi susu renceng,joooossssss,5
Abdul,10/03/2023,Kapal Api Mix Gula Aren Renceng isi 10 sct,"mantappppp, packing amannnnnnnn , responsive , pelayanan sangat baik, terimakasih :)",5
irzaramadhan,10/03/2023,top coffee gula aren renceng,👌,5
C***i,10/03/2023,Mikako Pack isi 10 pcs,"produk bagus..
paking aman..
pengiriman cepat..",5
Budy,10/03/2023,Beng beng maxx box,sipp,5
Bangkit,10/03/2023,energen renceng 10 sachet,,5
Bangkit,10/03/2023,Rinso Cair 1.000 Renceng isi 6sct,,5
Bangkit,10/03/2023,Sunlight Jeruk Nipis 2.000,,5
Bangkit,10/03/2023,frisian flag kental manis sachet isi 6pcs,,5
S***a,10/03/2023,Iyes Kacang Oven Renceng isi 10 pcs,"Harga bersaing, pengemasan aman, expaired masih cukup lama akhir tahun",5
S***a,10/03/2023,Kopiko Coffee Candy Blister 32gr,"Harga bersaing, pengemasan aman, expaired masih cukup lama akhir tahun",5
S***a,10/03/2023,Nissin Walens Soes 100g,"Harga bersaing, pengemasan aman, expaired masih cukup lama akhir tahun",5
S***a,10/03/2023,Khong Guan Classic Chocolate Wafer 350gr,"Harga bersaing, pengemasan aman, expaired masih cukup lama akhir tahun",5
S***a,10/03/2023,monde egg roll 35gr 10pcs,"Harga bersaing, pengemasan aman, expaired masih cukup lama akhir tahun",5
neilla,10/03/2023,Milkita Reffil isi 50,joss,5
S***s,10/03/2023,kacang atom bledugh 400gr,"packing rapih, pengiriman cepat, produk original.",5
erfany,10/03/2023,tricks potato snack,"cepet sampai nya,",5
D***l,10/03/2023,beng beng 1 dus,enak pastinya.... respon dikemas cepat..,5
Feliscatus,10/03/2023,"Kapal Api Mini 6,5g Renceng isi 10 sct",terima kasih,5
ikmah,10/03/2023,Fullo pack pede isi 24pcs,.,5
K***I,10/03/2023,"Kapal Api Mini 6,5g Renceng isi 10 sct","produk bagus..
jumlah lengkap..
paking aman..
pengiriman cepat..",5
K***I,10/03/2023,abc kopi susu renceng,"produk bagus..
paking aman..
jumlah lengkap..
pengiriman cepat..",5
K***I,10/03/2023,kapal api special mix renceng isi 10 sachet,"produk bagus..
paking aman..
pengiriman cepat..",5
I***a,10/03/2023,Marshmallow Doraemon pack isi 10pcs,ntabs,5
Inneke,10/03/2023,Yupi Bolicious 40gr,proses kirimnya cpt bgt. prod ori,5
Lukas,10/03/2023,gery chocolatos isi 24,Pembelian ke-sekian kali 👍,5
Lukas,10/03/2023,roma sari gandum box 12pcs,Pembelian ke-sekian kali 👍,5
Lukas,10/03/2023,beng beng 1 dus,Pembelian ke-sekian kali 👍,5
Koko,10/03/2023,Mie Sedaap kuah,mie sedaap baso plus sayuran expired msh lama,5
erna,10/03/2023,Soklin Liquid Detergent 22ml Renceng ( isi 24 sct + free 2 sct),"prodak aman karna pengemasan pake kardus
makasih seller",5
M***r,10/03/2023,kalpa wafer kelapa box,mantapp,5
Tumanggor,10/03/2023,pilus garuda renceng 20 pcs,exp masih lama,5
T***r,10/03/2023,gery chocolatos isi 24,"masih utuhhh, exp masih lama",5
K***I,10/03/2023,Blue Band Serbaguna 200gr,"produk bagus..
paking aman..
pengiriman cepat..",5
K***I,10/03/2023,indocafe coffeemix renceng,"produk bagus..
paking aman..
pengiriman cepat..",5
Rofiatun,10/03/2023,Gery O'donuts Box isi 24 pcs,exp msih lama...,5
Rofiatun,10/03/2023,kacang atom bledugh 400gr,exp msih lama..,5
S***a,10/03/2023,energen renceng 10 sachet,murah dan cepet banget datengnya,5
Novita,10/03/2023,mie kremezz shorr box,"Barang sampai dgn cepat, packingnya aman bgt, harga jg murah. Makasih seller 🤗",5
Novita,10/03/2023,Nissin Mini Stick pack isi 10 pcs,"Barang sampai dgn cepat, packingnya aman bgt, harga jg murah. Makasih seller 🤗",5
sigit,10/03/2023,Torabika Cappuccino Renceng isi 10sct,joss tenan,5
sigit,10/03/2023,lotte chocopie marshmallow 12 pcs,mantapp,5
P***t,10/03/2023,Hemart Minyak Goreng Botol 500ml,,5
Abdul,10/03/2023,Gery Chocolatos 1.000 box isi 20 pcs,"Barang Prima,
Pengiriman Cepat,
Harga Bersahabat,
Mantab lah 👍
Terima Kasih 😁",5
eldiah,10/03/2023,luwak white coffee renceng 10 sachet,mantap,5
P***t,10/03/2023,Hemart Minyak Goreng Botol 500ml,,5
R***n,10/03/2023,so nice sosis toples isi 24 pcs,"ok lahhhhhhh
lumayan",5
E***s,10/03/2023,TOP Kopi Cappuccino Renceng isi 15sct,"Mantaaapp, Thanks kak udah sampai .... 1hr sampai krn lgsg proses kirim",5
E***s,10/03/2023,chocolatos drink renceng 10 pcs,"Mantaaapp, Thanks kak udah sampai .... 1hr sampai krn lgsg proses kirim",5
E***s,10/03/2023,Indofood sambal fried chicken renceng isi 24 sct,"Mantaaapp, Thanks kak udah sampai .... 1hr sampai krn lgsg proses kirim",5
A***l,10/03/2023,Roma Malkist Renceng isi 10 pcs,"packing aman pakai kardus, exp masih lama, kecepatan pengiriman baik",5
A***l,10/03/2023,Hemart Minyak Goreng Botol 500ml,"kecepatan pengiriman baik, produk sesuai, packing aman pakai kardus",5
Stefani,10/03/2023,mie kremezz shorr box,"barang diterima dengan baik,",5
Tanti,10/03/2023,ultra milk 1 liter,mantap,5
g***n,10/03/2023,Rinso Cair 1.000 Renceng isi 6sct,"packing mantap, barang mendarat dengan aman. thank youuuu kak",5
Shella,10/03/2023,Soklin Liquid Detergent 22ml Renceng ( isi 24 sct + free 2 sct),udah beli kesekian kali,5
Sutrisno,10/03/2023,Soklin Liquid Detergent 22ml Renceng ( isi 24 sct + free 2 sct),sesuai pesanan.. isi 26 saset,5
Muhlisin,10/03/2023,Pop Ice Minuman Serbuk renceng isi 10 sct,sesuai diskripsi... suwun... sukses selalu,5
Anisa,10/03/2023,beng beng 1 dus,mantap,5
Triyono,10/03/2023,chocolatos drink renceng 10 pcs,"fast respon chat, barang sesuai pesanan &amp; diskripsi.sampai dengan aman.suwun",5
Triyono,10/03/2023,Kopiko Coffee Candy Blister 32gr,"fast respon chat, barang sesuai pesanan dan diskripsi.sampai dengan aman",5
irma,10/03/2023,Chitato Sapi Panggang 168gr,murah,5
g***n,10/03/2023,Torabika Creamy Latte Renceng isi 10sct,"selalu langganan beli di toko ini, thank youuu gan",5
M***y,10/03/2023,tricks potato snack,"packing nyaa safe sekalii🤩🤩, adminnya ramah👍👍",5
zuli,10/03/2023,Torabika Creamy Latte Renceng isi 10sct,"brg sdh dterima dg baik
pengiriman cpt
memuaskan",5
N***a,10/03/2023,ultra mimi 125ml dus isi 40,reccomended seller,5
s***o,10/03/2023,beng beng 1 dus,pengirimannya lama,3
K***I,10/03/2023,frisian flag kental manis sachet isi 6pcs,"produk bagus..
paking aman..
pengiriman cepat..",5
K***I,10/03/2023,indocafe coffeemix renceng,"produk bagus..
paking aman..
pengiriman cepat..",5
K***I,10/03/2023,kapal api special mix renceng isi 10 sachet,"produk bagus..
paking aman..
pengiriman cepat..",5
K***I,10/03/2023,Torabika Cappuccino Renceng isi 10sct,"produk bagus..
paking aman..
pengiriman cepat..",5
A***e,10/03/2023,kacang atom bledugh 400gr,Tinggal dicoba,5
suci,10/03/2023,Torabika Creamy Latte Renceng isi 10sct,oke bgt lengkap sesuai pesanan..terima kasih,5
B***i,10/03/2023,so nice sosis toples isi 24 pcs,"mantap...barang di kirim sesuai pesanan,proses cepat..dan pastinya packing sangat rapi dan aman",5
Priyo,10/03/2023,Roma Malkist Renceng isi 10 pcs,"orderan hari ini kecewa,, remuk 5 pcs",3
Zulaihah,10/03/2023,Nissin Cheese Snack,"alhamdulillah dh sampe
cepet bget dtgny
mlm pesan , siang dh dtg",5
H***o,10/03/2023,Serena Klik Crackers Renceng isi 20 pcs,josss,5
H***o,10/03/2023,Mary Queen Cokelat Cashew 25gr box isi 12 pcs,mantap pengiriman cepat packing aman,5
Andhika,10/03/2023,kopi luwak kopi gula renceng isi 20,Mayan kopi murah meriah... buat stok ngopi di rumah... terimakasih,5
fitry,10/03/2023,Nabati Wafer 130gr,seller ramah pengiriman cepat,5
Sonia,10/03/2023,Soklin Liquid Detergent 22ml Renceng ( isi 24 sct + free 2 sct),mantep aman pengiriman cepat,5
C***i,10/03/2023,kapal api special mix renceng isi 10 sachet,"produk bagus...
paking aman...
pengiriman cepat..",5
C***i,10/03/2023,frisian flag kental manis sachet isi 6pcs,"produk bagus..
paking aman..
pengiriman cepat..",5
C***i,10/03/2023,indocafe coffeemix renceng,"produk bagus..
paking aman..
pengiriman cepat...",5
samuel,10/03/2023,indocafe coffeemix renceng,Ok mantap jiwa,5
samuel,10/03/2023,Sunlight Jeruk Nipis 10.000,Mantap jiwa,5
A***m,10/03/2023,energen renceng 10 sachet,EnergenNya Mantap,5
Put,10/03/2023,kecap lele 340ml,udh mau abisss dipakai kecapnya. makasihhhh,5
SOLANI,10/03/2023,Molto Renceng 500 isi 12 sct,barang sesuai dan harga terjangkau,5
Maftukah,10/03/2023,kecap lele 340ml,tengkyu,5
M***h,10/03/2023,Ultra Milk 125ml,barang aman,5
Andrean,10/03/2023,mie kremezz shorr box,Mantap pengiiriman super cepat gak ribet barang sesuai,5
rully,10/03/2023,Cha Cha Renceng isi 10 sct,mantap,5
rully,10/03/2023,Nabati siip box 20s,mantap,5
rully,10/03/2023,Real Good Susu 50ml,mantap,5
rully,10/03/2023,Fugu And Friends Snack pack isi 10 pcs,mantap,5
rully,10/03/2023,Tango Wafer 1.000 Renceng isi 10 pcs,mantap,5
D***h,10/03/2023,Pantene Shampoo Renceng,"Barang sesuai dan diterima dengan aman, thank youuuu",5
D***h,10/03/2023,Rinso Cair 1.000 Renceng isi 6sct,"Barang sesuai dan diterima dengan aman, thank youuuu",5
D***h,10/03/2023,Torabika Creamy Latte Renceng isi 10sct,"Barang sesuai dan diterima dengan aman, thank youuuu",5
w***a,10/03/2023,Biskuat 60gr pack isi 4pcs,enak ya,5
L***i,10/03/2023,oreo soft cake bolu 12 pcs,Ok Gan..!,5
L***i,10/03/2023,Tango Wafer Box isi 20 pcs,Ok Gan...!,5
L***i,10/03/2023,beng beng 1 dus,Ok Gan..!,5
L***i,10/03/2023,gery chocolatos isi 24,Ok Gan...!,5
L***i,10/03/2023,Good Time Cookies Box isi 12 pcs,Ok Gan..!,5
K***I,10/03/2023,Mikako Pack isi 10 pcs,"Snack enak gurih..
paking aman..
pengiriman cepat..",5
Ina,10/03/2023,Mie Gelas Renceng isi 10 pcs,"sudah sampai 
kurir ramah
makasih",5
m***i,10/03/2023,Teh Gopek Celup Jasmine box isi 25,"barang sudah diterima dan sesuai dengan spesifikasi yang ditawarkan oleh seller, recommended seller",5
suprato,10/03/2023,Roma Malkist Renceng isi 10 pcs,"trimkasih brg datang lngkap tanpa ccat
sellernya baik mksih 👍",5
suprato,10/03/2023,Zinc Shampoo Renceng isi 12 sct,"trimkasih brg datang lngkap tanpa ccat
sellernya baik mksih 👍",5
F***i,10/03/2023,Inaco jelly 5,"cepet bangettt nyampenya. packing juga oke pake kardus, barang aman sampai tujuan. exp date juga aman 👍👍👍👍",5
F***i,10/03/2023,Good Day Coffee Freeze Renceng isi 10 sct,"cepet bangettt nyampenya. packing juga oke pake kardus, barang aman sampai tujuan. exp date juga aman 👍👍👍👍",5
R***a,10/03/2023,Softies masker batik box isi 30,"Cepet kirimnya, sesuai request. Terima kasih, Seller!!",5
Annisa,10/03/2023,roma biskuit kelapa,.,5
Koko,10/03/2023,Cloud 9 Crunchy Box isi 24 pcs,snack renyah vanila ok,5
Koko,10/03/2023,Gery Saluut Wafer box isi 24 pcs,wafer coklat kacang enak,5
Irine,10/03/2023,Kacang Atom Mammoth Renceng isi 20 pcs,👍👍👍👍👍,5
Irine,10/03/2023,padimas cream cake 10 pcs,👍👍👍,5
S***a,10/03/2023,so nice sosis toples isi 24 pcs,Udah diterima dan lgsg di makan sama anakku 🤭 Makasih..,5
Ira,10/03/2023,Superstar snaps box,"pengiriman cepettt bgtt, order malem, pagi udh kirim gosend, harga murmer, exp date lama",5
Ira,10/03/2023,momogi box 20 pcs,"pengiriman cepettt bgtt, order malem, pagi udh kirim gosend, harga murmer, exp date lama",5
Ira,10/03/2023,Glico pocky box 12 sct,"pengiriman cepettt bgtt, order malem, pagi udh kirim gosend, harga murmer, exp date lama",5
Ira,10/03/2023,Spix Soba Mie pack isi 20 pcs,"pengiriman cepettt bgtt, order malem, pagi udh kirim gosend, harga murmer, exp date lama",5
Ira,10/03/2023,Wafer Nabati 1.000 pack isi 20 pcs,"pengiriman cepettt bgtt, order malem, pagi udh kirim gosend, harga murmer, exp date lama",5
Ira,10/03/2023,lotte chocopie marshmallow 12 pcs,"pengiriman cepettt bgtt, order malem, pagi udh kirim gosend, harga murmer, exp date lama",5
Ira,10/03/2023,Chitato Renceng isi 10 pcs,"pengiriman cepettt bgtt, order malem, pagi udh kirim gosend, harga murmer, exp date lama",5
Ira,10/03/2023,Wafer Tango 2.000 pack isi 10,"pengiriman cepettt bgtt, order malem, pagi udh kirim gosend",5
B***n,10/03/2023,Inaco jelly 5,sip,5
B***n,10/03/2023,Biskuat 1.000 Pack isi 20 pcs,"sip, packing bagus exp aman",5
L***e,10/03/2023,amh jahe merah renceng 12 pcs,Pengiriman cepat,5
Andriditya,10/03/2023,momogi box 20 pcs,melempem,3
t***a,10/03/2023,beng beng 1 dus,makasiiii👍,5
Yenita,10/03/2023,Fullo pack pede isi 24pcs,terimakasih,5
Yenita,10/03/2023,Yupi Fruity Puff Bag 120g (isi 50 pcs),terimakasih,5
Yenita,10/03/2023,good day cappucino renceng 10 sachet,terimakasih,5
Yenita,10/03/2023,indomie goreng special,trrimakasih,5
Yenita,10/03/2023,indomie ayam spesial,terimakasih,5
ratna,10/03/2023,Nuvo hand sanitizer spray 85ml,bagus,5
Subandrio,10/03/2023,Nescafe 3in1 Renceng isi 10 sct,Barang sesuai orderan pesananku,5
s***y,10/03/2023,Mie Gelas Renceng isi 10 pcs,"ED nya jauh jd bisa untuk stok. barang ori pengiriman cepat, bs gojek, seller komunikatif",5
s***y,10/03/2023,momogi box 20 pcs,"oke banget, harga murah, bs gojek karna adekku uda pengen banget xixixi mantep thx",5
s***y,10/03/2023,Inaco jelly 5,"ori! expiration date nya masih lama jadi bisa stock! harga murah, seller oke bet mantep",5
Fitri,10/03/2023,ultra milk 1 liter,seller responsif,5
D***A,10/03/2023,so nice sosis toples isi 24 pcs,bagus,5
d***i,10/03/2023,Iyes Kacang Oven Renceng isi 10 pcs,"makasih kak puas beli disini,,  packing rapih penjual ramah dan fast respon bgt.. next order lagi buat langganan 🙏🙏😍😍",5
d***i,10/03/2023,Brio Go Potato 60gr,"makasih kak puas beli disini,,  packing rapih penjual ramah dan fast respon bgt.. next order lagi buat langganan 🙏🙏😍😍",5
wiyanto,10/03/2023,Selamat Wafer 198gr,"seauai pesanan, harga cukup bersaing",5
M***a,10/03/2023,Travela Permen Jahe Bag,"manisnya pas ga bikin enegh, trims buat ngilangin morning sickness pas bgt👍",5
M***a,10/03/2023,Mie Gelas Renceng isi 10 pcs,👍,5
M***a,10/03/2023,Tong Tji Teh Celup Jasmine Amplop isi 25,👍,5
M***a,10/03/2023,Selamat Wafer 198gr,👍,5
M***a,10/03/2023,go potato biskuit kentang 20 pcs,packing aman jd ga remuk👍,5
M***a,10/03/2023,mie gemez enaak,👍 packing aman jd ga remuk,5
Daneswara,10/03/2023,Soklin Liquid Detergent 22ml Renceng ( isi 24 sct + free 2 sct),paket sudah sampe terima kasih,5
nia,10/03/2023,ultra milk cokelat 125ml dus isi 40,cepet bgt pesen bayar lgsg diantar barang nya terimakasih seller,5
Abdul,10/03/2023,Nuvo hand sanitizer 50ml gel,"respon dan pengiriman faaaaastt,
barang sesuai pesanan.

terima kasih 😬",5
Gia,10/03/2023,Ultra milk cokelat 200ml dus isi 24 pcs,Mantap super cepat 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍 recommended seller,5
Agus,10/03/2023,kecap lele 340ml,mantab,5
Pryta,10/03/2023,Chiki Twist Jagung Bakar 75gr,👍🏻👍🏻👍🏻,5
Pryta,10/03/2023,indocafe coffeemix renceng,👍🏻👍🏻👍🏻,5
Pryta,10/03/2023,Oreo Roll,👍🏻👍🏻👍🏻,5
Pryta,10/03/2023,Nabati Bisvit Selimut Renceng pack isi 20 pcs,👍🏻👍🏻👍🏻,5
Pryta,10/03/2023,Mie Gelas Renceng isi 10 pcs,👍🏻👍🏻👍🏻,5
S***a,10/03/2023,tricks potato snack,yey terima kasih barang sudah sampe dengan selamat dan lengkap~,5
Pryta,10/03/2023,gery chocolatos isi 24,👍🏻👍🏻👍🏻,5
Pryta,10/03/2023,yupi choco glee box 24pcs,"produk sesuai deskripsi, pengiriman cepat, sellernya responsif, thanks yaa..",5
Fitria,10/03/2023,Yupi Fruity Puff Bag 120g (isi 50 pcs),hrgax murah,5
M***s,10/03/2023,Mie Sedaap kuah,Jos mantep,5
M***s,10/03/2023,Tuton Merah Filter SPR isi 12 batang,Jos mantep...,5
Masruri,10/03/2023,Ultra Mimi 125ml,pengiriman cepat barang berkualitass,5
s***h,10/03/2023,sabrina minyak 1 liter,adminnya ramah barang kosong konfirmasi dulu.diganti hemart botol.makasih kak,5
Alvie,10/03/2023,Nissin Mini Stick pack isi 10 pcs,puas belanja disini,5
Alvie,10/03/2023,Nabati Wafer 130gr,puas belanja disini,5
Alvie,10/03/2023,Head And Shoulders Shampoo Renceng,puas belanja disini,5
Alvie,10/03/2023,abc kopi susu renceng,puas belanja disini,5
Alvie,10/03/2023,Soklin Liquid Detergent 22ml Renceng ( isi 24 sct + free 2 sct),puas belanja disini,5
Alvie,10/03/2023,abc kopi susu renceng,puas belanja disini,5
Alvie,10/03/2023,good day 3 in 1 rtg 10 sct,puas belanja disini,5
Alvie,10/03/2023,Oreo Roll,puas belanja disini,5
Alvie,10/03/2023,Smax Balls Cokelat Renceng isi 10 pcs,puas belanja disini,5
Alvie,10/03/2023,ABC Alkaline isi 4 + 2,puas belanja disini,5
Katsumi,10/03/2023,Serena Troy Biskuit,,5
